factor_0,factor_1,factor_2,factor_3,factor_4,factor_5,factor_6,factor_7,factor_8,factor_9,CUST_CODE
0.3401653,0.18146718,-0.0057670157,-0.037811026,0.01416179,0.15289763,0.30689508,0.17643894,0.43930358,0.29826412,CUST0000601102
0.0039692298,0.006123713,0.0036623166,0.0026335877,0.00081982993,0.010646692,0.0019361612,0.007751115,0.001096144,0.0084005715,CUST0000601659
6.414821e-05,0.0018898823,0.002519281,0.00010530519,0.0006958652,0.0011656376,0.0012468769,0.0023421722,0.0009077358,0.0011943463,CUST0000601812
0.04851954,0.037655655,0.08595449,0.027571142,0.018338062,0.048003852,0.037410006,0.072807506,0.015355193,0.018294731,CUST0000602024
-0.0009011974,0.00023046088,0.0013761999,-0.0005341528,0.00037028998,0.0017363414,0.002791687,0.00019715105,0.0006393424,0.00028938716,CUST0000602654
0.010383709,0.0103330705,0.021981921,0.012325985,0.035709422,-0.013745928,0.025061272,0.0056992196,0.01126927,0.004409462,CUST0000602766
0.028973546,0.060226783,0.073412664,0.041126452,0.082576185,-0.008816348,0.06205215,0.03677783,0.027589664,0.033094306,CUST0000603155
-0.00020467956,0.0029139316,0.0025741083,0.0014618097,0.0039085783,0.0017584385,0.0012866012,0.0013199972,0.002851057,0.0019580564,CUST0000603403
0.00026155708,0.00033353316,-4.021671e-05,0.00023909776,0.0005181175,-0.00010885962,0.00069270225,0.00014849086,0.00080802856,0.00015241654,CUST0000603535
0.03705938,0.13319685,-0.009643658,0.041202456,0.18131323,0.015568845,0.14992703,0.13692807,0.11782633,0.1277252,CUST0000603536
0.0006479232,0.002167134,0.0056994553,0.0041299798,0.00014947234,0.005958364,-0.0009399516,0.00038835127,-0.0019400369,0.0026783478,CUST0000603565
0.03794656,0.060213298,0.1201696,0.026509944,0.027069245,0.101223,0.033661257,0.053736098,0.03370413,0.09436978,CUST0000603604
0.049779974,0.11760765,0.03547028,0.083211735,0.12874232,0.07745398,0.079370074,0.21917889,0.21689802,0.10434571,CUST0000603688
-0.0007431146,-0.00015342027,0.0012098493,0.0003731666,0.0016143823,-0.00012728172,0.0007757907,0.00029864797,0.00022960902,0.00022063816,CUST0000603772
0.027423695,0.07785874,0.0684192,-0.05273627,0.08186313,-0.05218786,0.055097166,0.03329722,0.067896314,-0.0031080144,CUST0000604366
0.012111444,0.009289887,0.0112670595,0.019468289,0.008144111,0.018970883,0.025774868,0.01039369,0.024177792,-0.0005278912,CUST0000604610
0.0003453951,-0.00027373724,0.00020596829,0.00073314476,-0.00017660535,-0.001461887,0.00012603823,0.0014218788,0.0017009429,7.6695e-06,CUST0000604900
-0.019063909,0.09062448,0.11453499,-0.017970303,0.07268729,0.0094613265,0.17768767,0.06310889,0.0480412,0.048042353,CUST0000605174
0.0015264272,0.0059708687,0.020166999,-0.0012598451,0.007956016,0.006624097,0.008010483,0.00586552,0.0030706706,0.0065294784,CUST0000605594
0.00697416,0.0066829356,-0.0037663102,-0.0018856879,-0.00038435543,0.009825884,0.0043040705,0.0077515882,0.013625074,0.0073496504,CUST0000605708
0.00044979498,0.0013615629,0.0014847805,-0.0002523733,0.00022155842,0.00129404,0.00080930814,0.00082889496,0.0008144859,0.0006468405,CUST0000605952
0.053234916,0.08635104,0.10575303,0.019437391,-0.030188939,0.1048433,-0.0105853155,0.014364701,-0.08157866,0.039407004,CUST0000606400
-0.00017475929,0.00024325002,0.00027704844,0.0002436254,0.00047686108,0.00016561129,0.000121018944,0.00014596907,3.795909e-05,-0.0002321233,CUST0000606858
0.004917169,0.0061301864,0.019769305,-0.0014415876,0.0047468743,-0.004767843,0.013008118,-0.0019124591,0.009124218,0.007754009,CUST0000607068
0.0008718698,0.016927749,0.011109304,-0.00097252574,0.036142558,0.005384559,0.042769525,0.011085836,0.026100906,0.042061746,CUST0000607616
0.05250665,0.022103677,0.09564863,0.1537496,0.14807521,0.08824789,0.10589584,0.12457136,0.14750381,0.042287014,CUST0000607766
0.32874352,-0.1412428,0.3100682,0.32184374,0.38398314,0.3651609,-0.2209374,0.48602802,0.052319027,0.5533251,CUST0000608508
0.14729439,0.16699922,0.20893441,0.08681185,-0.08559379,0.26507002,0.008597496,0.10887815,0.09116079,0.12223077,CUST0000608511
0.41099057,0.23124184,-0.036648348,0.23965795,0.22600822,0.1606798,0.041546606,0.43458968,0.3788737,0.19085707,CUST0000608620
0.0011008506,0.0014145843,0.0008400555,0.0005000412,-0.0001220311,0.00084356265,-0.00034806275,0.000693878,0.00047117425,0.00066091673,CUST0000608663
-0.12550099,0.68772596,0.10691689,1.2401019,-0.18233623,-0.1346801,0.9208536,0.28063127,0.020508979,-0.22156557,CUST0000609232
0.14726305,0.20766962,0.041453756,0.06341761,-0.022927666,0.14223441,0.13738783,0.30141374,0.19824512,0.07077082,CUST0000609421
0.020248162,0.029381765,0.03327595,0.0029907746,0.00047288238,0.039682455,0.008286285,0.023153074,0.035454378,0.008710167,CUST0000609569
-0.11847504,0.28418943,0.34857482,-0.17552046,0.32983875,-0.09938276,0.053231347,-0.003913379,0.24321477,0.12871565,CUST0000609675
-0.00012898639,0.0001990937,0.00013296405,-0.00011934837,-9.7752774e-05,0.00020517356,-0.000105995714,2.2541328e-05,0.00015671508,0.00015832264,CUST0000610012
-0.011004541,0.058911867,0.23135963,-0.0028106954,0.1229426,0.07362219,0.199443,0.06789472,0.004069882,0.163605,CUST0000610089
0.021647517,0.006139409,-0.006678261,0.019796344,0.013452093,-0.0006804987,0.01543,0.025612194,0.023404136,0.022097904,CUST0000610284
0.038696256,0.020498728,0.018103536,-0.0057007587,-0.013035401,0.026729988,0.019129599,0.013879145,-0.0022315588,0.012537373,CUST0000610382
0.2491298,0.07525088,0.07888083,0.10826767,0.13201095,0.17593887,0.14460638,0.05987224,0.25388107,0.0059902146,CUST0000610428
-0.0019496144,0.011975178,0.01165932,0.0029783943,0.017092587,-0.0014653103,0.011423077,0.0040995805,0.0041652406,0.0062403283,CUST0000610573
0.018561276,0.048012786,0.014286441,0.0413277,0.036307387,0.016829547,0.03356671,0.071726784,0.04916436,0.040240414,CUST0000610595
-3.2171225e-05,7.913209e-05,-3.7138125e-05,5.9933882e-05,2.3501261e-05,1.3443602e-05,-6.466333e-06,1.0333971e-05,6.4044334e-06,3.425514e-05,CUST0000610674
0.071862765,0.082491085,0.07849728,0.08408091,0.06606635,0.13264802,0.0095030945,0.09913865,0.010772634,0.057283916,CUST0000611030
0.0042960453,0.09721719,0.11379707,0.04992697,0.13042222,0.046545915,0.09927312,0.02217425,0.062947236,0.070287615,CUST0000611134
0.028679388,0.051581793,0.028083185,0.04865718,0.05190455,0.06449061,0.04994457,0.050777603,0.07643374,0.060382366,CUST0000611296
0.028883846,-0.00070643617,0.022825347,0.02708204,0.008736529,0.00935368,0.0044147945,0.032068674,0.02866383,0.0026497184,CUST0000611481
0.008837032,0.0077703027,-0.0055352417,0.013365107,0.0053964662,0.0055617113,0.008324048,0.0027242997,-0.0021076587,0.0020673159,CUST0000611821
0.017479936,0.019891907,-0.008055868,0.0053415266,-0.00084355206,0.025101854,0.007954123,0.0046509565,0.010439682,0.013973795,CUST0000611895
-0.0034426216,0.002247201,0.004282528,0.004957376,0.0094009265,-0.00023244892,0.005277878,0.006306726,0.005521884,0.0022042475,CUST0000611953
0.022445973,0.032493617,0.036952153,-0.020600876,-0.004257142,0.053047646,0.04555864,0.008519823,0.039506394,0.027047401,CUST0000612210
0.07062679,0.047885742,0.07889699,0.17020671,0.026975662,0.16380906,0.11151261,0.08929511,0.09465724,0.15445153,CUST0000612267
-0.00020689359,9.1444046e-05,0.00020381928,3.1907533e-05,0.000275473,4.0700757e-05,0.00028007003,9.26439e-05,0.00020034646,0.00037994303,CUST0000612371
0.20486102,0.0830164,0.016441079,0.11258311,0.117351726,0.012872564,0.14495,0.091671854,0.10093014,0.09931557,CUST0000612498
0.2240762,0.10297169,0.043667253,0.06747414,0.10523057,-0.07737085,0.3134494,0.16644074,0.22434478,0.14524975,CUST0000612602
0.013116705,0.07022962,0.08036735,0.006026991,0.03895489,-0.07101473,-0.0020129953,0.013725911,0.090969905,0.007233686,CUST0000612909
2.7767328e-05,0.00013829165,4.5294524e-05,6.840349e-05,-0.00014549277,0.0003716011,0.00038232602,-0.00020563845,6.226301e-05,0.00018323833,CUST0000613005
-0.0011778843,0.020444304,0.067041144,-0.014084108,0.014033678,0.012734337,0.04299232,0.031093102,0.034997873,0.04889427,CUST0000613366
0.3582313,0.14007713,0.09795047,0.30748206,-0.007201104,0.36909983,0.27618998,0.11057777,0.09634742,0.10839811,CUST0000613502
0.0021452422,0.0014481404,0.0015012139,0.0011906262,0.0013134032,0.001553839,0.0011333838,0.0020752912,0.0015470108,0.00038565983,CUST0000613659
0.004455078,0.06931017,-0.036916666,0.028838184,0.029951533,-0.0027025898,0.036313947,0.09565383,0.02064883,0.03764616,CUST0000613769
0.043939,0.025497394,-0.0036686799,0.05442158,0.027479365,0.06402877,0.022105182,0.012577248,0.026716476,0.024681313,CUST0000614175
-0.026751472,0.09738338,0.18601656,0.14891727,0.049435258,0.18015094,0.21260427,0.06767781,0.11172002,0.03299452,CUST0000614278
-0.0015261486,0.005636921,0.008029852,-0.0037123798,0.0037495403,-0.0037838342,0.0032342596,0.0048152693,0.0038665014,0.002459845,CUST0000614343
0.016633268,0.007838167,0.007022563,0.006954676,-0.0007509674,0.009615075,0.0005292218,0.0056511397,0.0011099965,-0.006832129,CUST0000614846
0.037943643,0.02737201,0.1413836,0.04397948,0.02823007,0.055666916,0.17951128,0.0015487112,0.13644296,0.08498581,CUST0000615196
-0.0003886667,0.0069687096,0.0144246295,-0.0028795535,0.009365177,-0.0021333864,-0.0016124219,0.0049933605,0.008496133,-0.00052828045,CUST0000615362
0.011111991,0.0047806823,-0.0011909718,0.0016702053,0.0039678025,0.0092032915,-0.0020763178,0.0026778968,0.008417398,-0.00025517165,CUST0000615814
-0.00361026,0.07729122,-0.040403306,0.13972071,-0.0025037902,0.03104724,0.035663202,-0.0017395542,0.1072198,0.078389004,CUST0000615829
0.0552924,0.075542465,0.12885533,0.22950706,0.09713991,0.17656584,0.09554517,-0.03997239,0.10779421,0.21401171,CUST0000616267
0.0010743305,0.0039530722,0.005659212,0.0005724891,0.0018234203,0.0005143652,0.0033804472,0.0021675606,-0.001321481,0.0015232648,CUST0000616432
0.14405508,0.052462414,0.0631849,0.16323738,0.16150191,0.07182771,0.09622808,0.16371848,0.022262076,0.0599817,CUST0000616650
0.0026469086,0.002919278,0.002437725,0.001491354,-0.00034147597,0.0038488323,-0.0008980626,0.0016190844,-0.0030708727,-0.0003450107,CUST0000616695
0.02735397,0.04748568,0.16308853,0.0053922213,0.05873884,0.06499149,0.08581074,0.01005546,0.021216204,0.08174733,CUST0000616718
6.082433e-05,9.409222e-05,-4.1715346e-05,5.9994483e-05,-6.4658685e-05,0.00021451063,8.7994034e-05,-4.669418e-05,-7.433506e-05,0.000106341824,CUST0000617762
0.0046719727,0.0030334124,0.0070136697,0.0021672123,0.0020457688,0.0034977137,0.0022399789,0.0044017923,0.002770665,0.0035740621,CUST0000618249
0.00058685336,0.0016201608,0.0008697991,0.0011107997,0.001269481,0.0017417287,0.0018087972,0.0025437907,0.0012487058,0.0036073285,CUST0000618279
0.0014760242,0.0007406726,0.0008179234,0.0012994956,0.0002511526,0.0015862907,0.0009352807,3.724475e-05,0.0010596117,0.0018790227,CUST0000618541
0.00058005285,-2.3300849e-05,0.00027240085,0.0005659711,9.106298e-05,0.00023354712,0.0005267079,5.2119158e-05,0.0010563239,1.518037e-05,CUST0000618726
0.0812746,0.09104341,0.011892843,0.10232569,0.0023254885,0.13143429,0.10864732,0.039622895,0.1369409,0.11387972,CUST0000618910
0.021512108,0.100990385,0.05427982,0.055530533,0.11353903,0.007870897,0.12267545,0.046666555,0.109108426,0.022886666,CUST0000618985
0.007342888,0.003427737,0.0069848616,0.0039065983,0.0061769914,0.008054232,0.00403978,-0.00024512367,0.0056993375,0.0010483094,CUST0000619015
0.016516566,0.021251721,-0.011809658,0.013686482,0.020496424,-0.0151610775,0.024187999,0.021809138,-0.0007733108,0.014351882,CUST0000619072
-0.056980643,0.15069571,0.27613083,-0.027262134,0.08510003,-0.082971536,0.15982911,-0.17450139,0.39636114,0.21193692,CUST0000619787
0.00321127,0.015187275,0.012863896,-0.0013403661,0.0030673437,0.0043723597,0.011543702,0.0047923657,0.0120266415,0.018084127,CUST0000620035
0.060920868,0.1121311,0.17094661,0.16289872,0.23069936,0.017970566,0.15329316,0.09035719,0.13192585,0.14914967,CUST0000620533
0.0044290903,0.02532645,0.046409223,0.022701895,0.06438064,-0.009172676,0.034091864,0.020321788,0.034045182,0.04497227,CUST0000620656
0.0037847995,0.0026215508,0.001037817,0.0029088857,0.0047433325,0.0049415855,0.004079657,-7.568165e-05,-0.0033240786,0.0039407583,CUST0000620786
0.15731132,0.21151938,0.44110966,-0.004485233,0.3144875,-0.2680665,0.24448638,0.2568827,0.039885882,0.032185696,CUST0000620867
0.085901365,0.0601874,0.031979844,0.10612319,0.070587955,0.0952862,-0.01305114,0.07891054,0.017236233,0.07754705,CUST0000620929
0.021856235,0.038854018,0.037306413,0.04606495,0.050086092,-0.007623143,0.028397286,0.046487615,0.032261603,0.02542826,CUST0000621445
0.23914856,0.17088093,-0.03621697,0.065347,0.23404205,0.2778848,0.14714289,0.13110368,0.016755383,0.075829916,CUST0000621772
-0.08126151,0.16738534,0.19004524,0.02066689,0.07495471,0.13706939,0.20014447,-0.03964413,0.25650576,0.029466072,CUST0000621860
0.010598076,0.18613577,0.19213492,0.3708637,0.34959537,0.048559166,0.2564293,0.020801602,0.05827792,0.16897713,CUST0000622126
0.06389772,0.09735331,0.19202076,0.11626171,0.046355743,0.1570956,0.09424007,0.04796073,0.010499475,0.13047962,CUST0000622531
0.0575037,0.0576657,0.07987939,0.14325415,0.022709161,0.23431402,0.068056636,0.09642314,0.035530012,0.13191122,CUST0000622665
0.0003782062,0.0005893885,0.0017350914,0.0005298092,0.0014057542,-6.066374e-05,0.0006002182,-0.00040682437,0.0019321135,0.0014653156,CUST0000622978
0.0019340768,0.0026577613,0.004341596,-0.0004706877,0.00038959945,0.0033010237,0.0034909674,0.0012762704,0.0060096327,0.0018947364,CUST0000623087
0.19057238,0.070797,0.08208402,0.13985845,0.06444018,0.1875862,0.026857352,0.16561519,0.067275345,0.0908127,CUST0000623303
0.0011285347,0.0047623306,0.00987067,-0.00064503646,-0.00050514186,0.0045556147,0.009195011,-0.00043633202,0.0077571734,0.008619613,CUST0000623415
0.04530565,0.044806402,-0.0101404805,0.05966982,0.012365298,0.08825367,-0.024264226,0.039644618,0.0019028519,0.044869427,CUST0000623801
-0.00011651698,7.9797755e-05,-0.00060051103,0.00050255965,0.00065503235,-2.3715345e-05,0.00069291936,0.0011826671,0.00052221346,6.804505e-06,CUST0000623970
0.1325701,0.016084027,0.120728955,0.13353582,0.1629348,0.0430868,0.18361448,-0.017112898,0.05604165,0.0015200867,CUST0000624170
0.06222758,0.059054077,0.07459633,0.11792372,0.11712192,-0.008155072,0.12632984,0.028321652,0.05709094,0.048036136,CUST0000624683
0.0583671,0.050945994,-0.010917743,0.112290315,0.040307377,0.0773398,0.056072712,0.03465545,0.006812928,0.038747404,CUST0000624842
0.00091961154,0.00048959756,-0.0017010086,0.0007611459,0.00088968215,0.002592714,-0.00066775497,-0.0006064492,-0.00011750608,0.0004961129,CUST0000624980
0.0017867737,0.0019821373,-0.0025619513,0.003233081,0.0010710086,0.0031553442,0.00052034913,0.0026383342,0.00068454695,0.0030422595,CUST0000625484
0.0006936532,0.0007545734,0.00046143902,0.00029447244,-0.0005239664,0.0006993999,-0.00010302795,0.00024622874,-0.00050422794,5.1438907e-05,CUST0000626587
0.15686055,0.0852368,0.091606274,0.11451673,0.08584663,0.13839427,0.021472063,0.034507323,0.0034432733,0.052680276,CUST0000626899
0.19069056,0.07703315,0.0021561668,0.20857413,0.1005512,0.09730074,0.08190751,0.19480975,0.09287886,0.15283908,CUST0000627626
0.13397719,0.10538004,-0.008922796,0.11981619,0.05472014,0.10593768,0.050509907,0.15548714,0.11137464,0.0978786,CUST0000627983
0.026257966,0.021617753,0.040193673,0.031452246,-0.013436399,0.0696954,0.027546639,0.016700419,0.00038313778,0.034597505,CUST0000628056
0.02847862,0.057678767,0.0010515456,0.00850815,0.009550919,0.0386414,0.0155944405,0.07163255,0.012712292,0.00977235,CUST0000628533
0.012034819,0.007236925,0.057832036,0.058690075,0.04666134,0.020128986,0.056712613,0.06845497,0.102686696,0.07907906,CUST0000628705
0.028977284,0.06675785,0.05222033,0.091231816,0.0038851064,0.05067195,0.14366499,0.06609604,0.14753492,0.04460611,CUST0000628773
0.0011062532,0.001030139,0.002094756,0.00072416395,-0.0010815319,0.0016693658,0.0013861052,0.0011774158,0.0019808523,0.0012261546,CUST0000628932
0.00701234,0.004267663,0.01345525,0.0032541063,0.0005676046,0.016198281,0.01689383,0.003626516,0.010891447,0.0131187,CUST0000629003
0.12691043,0.07698881,0.07379453,0.07250157,0.08875034,0.0724148,0.03544765,0.09340069,0.060874153,-0.019010602,CUST0000629332
-0.011641313,0.09031233,0.16114196,-0.016639665,0.12962623,-0.052433666,0.13855678,0.040535,0.07233639,0.12438808,CUST0000629569
0.30978167,0.15761764,0.007844815,0.07156659,0.017035622,0.1608326,0.22582157,0.15007551,0.2754449,0.2734326,CUST0000629704
0.12517221,0.07814157,0.08012303,0.11095479,0.029247684,0.110655315,0.01418117,0.053158298,-0.028046113,0.017542407,CUST0000629728
0.037961267,0.066378854,0.0938207,0.016625945,0.06063166,0.06412523,0.0034261497,0.0469225,-0.059021667,0.0368826,CUST0000631020
0.013920014,0.011141622,0.00988491,0.010800953,0.01304908,0.007784884,0.008878613,0.0129017085,0.015285297,0.013054202,CUST0000631445
0.20246722,0.14365767,-0.033770137,0.06593415,0.114526935,-0.076001,0.23727489,0.29159027,0.29941896,0.17370188,CUST0000631712
-0.0035574827,0.07626143,-0.040568568,0.039286893,-0.009418365,0.002349457,0.022337383,0.015622393,0.05008093,0.026789555,CUST0000631798
0.033699814,0.05267446,0.026396686,0.027735068,0.062264677,-0.009390946,0.057613444,0.118623555,0.034551676,0.06690187,CUST0000631856
-0.03254486,0.077677175,0.0844614,0.0015134981,0.07052045,0.028339239,0.049139116,0.010166347,0.07575914,0.06986528,CUST0000632050
0.004391566,0.021974377,0.046268634,0.015196289,0.02144143,0.0398632,0.018066822,0.023387818,0.018228242,0.022751452,CUST0000632761
0.0039307848,0.02294571,0.04181521,0.009572525,0.033726636,0.028508063,0.024632962,0.022554258,0.036875263,0.030390544,CUST0000633336
-0.0007708913,-0.0011630944,0.005650066,0.0053849895,0.006164776,0.0026842742,0.0049830424,0.004107922,0.0034511497,0.00085046206,CUST0000633360
0.10432322,0.02179934,0.02496747,0.10188535,0.038156014,0.09335107,0.025757939,0.06451518,0.10202698,0.08771726,CUST0000633407
0.13505214,0.052756604,0.13623366,0.08986571,0.03859453,0.0932196,0.1512935,0.033436216,0.048616815,0.08395897,CUST0000633460
-0.0167918,0.03834388,-0.013312186,0.023932535,0.009530574,0.009023819,0.017190346,0.023560377,0.021672806,0.0035066323,CUST0000633483
-0.00097095605,0.0028771954,0.009478528,0.0043842643,0.0028143413,0.011720565,0.0006067761,-0.003106905,0.005540389,0.0056680446,CUST0000633837
-0.002647001,0.0063182893,-3.8820133e-05,0.0027143985,0.00010048829,0.0028463476,0.006194531,0.0051138676,0.005226626,0.0045158705,CUST0000633868
0.031056566,0.021580582,-0.017915219,0.0416174,0.016888108,0.02635488,0.0068682414,0.012125039,0.021695739,0.043065447,CUST0000634199
0.104989305,0.20409569,-0.021373231,0.018365623,0.07235434,0.10681545,0.09509333,0.18722782,0.04016398,0.052091844,CUST0000634671
0.19455126,0.13175689,-0.018630903,0.14954032,0.055456817,0.2675832,-9.126227e-06,0.14131394,0.012170956,0.12501064,CUST0000634693
0.10415778,0.0807399,0.22767437,0.088196516,0.06756507,0.18321678,0.2275504,-0.008776751,0.062385548,0.16181976,CUST0000634784
0.192997,0.1247454,0.01606898,0.07666246,-0.014818753,0.13783377,-0.032961607,0.088234164,0.19899343,0.08874572,CUST0000634919
-0.00093415286,0.022442568,0.03146161,0.006242381,0.031176275,-0.003795466,0.029437294,0.019789578,0.016050642,0.0145984925,CUST0000635024
0.016076418,0.012966341,0.006283776,0.0130559215,0.0044096364,0.018843524,0.005635513,0.022500472,0.006890524,0.011229371,CUST0000635153
0.0709946,0.044305395,0.07808431,0.034786608,0.050665896,0.081480056,0.14791946,0.081380114,0.07947892,0.142612,CUST0000635526
0.19514538,0.13151352,0.06108297,0.14093192,0.0815365,0.14644295,0.02090187,0.12539342,-0.05624278,0.07043007,CUST0000635984
0.09983644,0.05971937,0.08536769,0.07023975,0.10523569,0.11387803,0.109116234,0.054267302,0.056756902,0.11200721,CUST0000636231
0.15096681,0.06480074,0.057025358,0.21854827,0.17039543,0.073473655,0.019794408,0.1772523,0.18771929,0.11632107,CUST0000636345
0.013539627,0.022004269,0.2574933,0.07821844,0.11739167,0.1459402,0.13704102,-0.0040216665,0.0796329,0.16210042,CUST0000637084
1.7280965e-05,0.00019421118,0.0019186037,-0.0002268548,0.0012137518,-0.0020430593,0.0018402162,0.00043050907,-0.0005851023,0.0032645953,CUST0000637466
0.021318745,0.029714575,0.030540183,0.058243334,0.031389084,0.01729305,-0.012326587,0.036678385,0.06144492,0.067633584,CUST0000637566
-0.009457005,0.09999559,0.07815728,0.18962681,0.289117,-0.06572764,0.18945248,0.09337574,0.15820843,0.21923801,CUST0000638436
0.00018195112,1.3736198e-05,1.5105031e-05,-1.620793e-05,9.584994e-05,-1.6018152e-05,0.000111569774,8.767375e-05,-3.003523e-05,-8.218644e-05,CUST0000638750
-0.00015058283,0.00012479418,0.00027301954,0.00012081804,0.00019035491,0.00010012812,-4.6853118e-05,0.00023629786,0.00064361695,-5.7280115e-05,CUST0000638765
0.00090843637,0.0014282269,0.0006603418,0.0011450562,0.00018056307,0.0013850998,-2.9727807e-05,0.000106187006,3.6455822e-05,0.0010404564,CUST0000639103
0.0022196367,0.00261003,0.0014126983,0.006446963,0.004046035,-0.0005553095,0.0010943868,0.004289391,0.005178954,0.00433542,CUST0000639245
0.008892342,0.08893802,0.18843515,-0.010628773,0.0347054,0.021568269,0.17468064,0.019044606,0.058068093,0.14154811,CUST0000639274
-0.036006544,0.12322733,0.0130180605,0.031947546,-0.016220458,0.020297505,0.061800797,0.045619085,0.07231423,0.025876567,CUST0000639430
-0.005539674,0.042735264,0.026016068,0.028258914,0.0606417,-0.00942896,0.024717204,0.025292307,0.026853481,0.035236776,CUST0000639530
0.0011518567,0.00082180364,-0.00096630125,0.0005594739,0.0027190628,-0.00014821073,0.0017818224,0.001468339,0.0010073233,-0.00024588103,CUST0000639696
0.023105819,0.015295587,0.0020433431,0.01842897,0.010030633,0.036540803,0.008460365,0.006631155,0.008211328,0.026573747,CUST0000639926
0.00049957493,0.00040594232,-1.7205402e-05,0.00010511737,-0.00015010229,0.00046247762,0.000119819364,0.00025210544,-0.0003474181,-6.000525e-05,CUST0000640069
0.095748894,0.123869084,0.12169073,0.06365751,0.09909776,0.17911425,0.052610323,0.11304376,-0.05411268,0.057034194,CUST0000640095
0.08686573,0.06291955,0.24240941,0.082454614,0.09707824,0.2198859,0.10708522,0.061823323,0.055380516,0.12846059,CUST0000640214
0.028796364,0.068282716,0.0033156637,0.064534694,0.05252054,0.011669683,0.094191216,0.069482505,0.08347089,0.06446539,CUST0000640297
-0.01036467,0.0010768586,0.0027424411,0.017632045,0.02037212,0.013047646,0.008523903,0.018748403,0.018486274,0.010142132,CUST0000640304
0.036803104,0.019072851,0.03750639,0.017736735,0.048600905,0.050466895,0.04010306,0.039734546,0.034939066,0.05436482,CUST0000640695
0.23006724,0.13758382,0.036668412,0.048862055,0.030035786,0.06479396,0.009591045,0.29131752,0.12117978,0.096619844,CUST0000641059
0.08022285,0.0586486,0.0249787,0.007959761,0.051128305,0.088551074,0.004748085,0.026599757,0.029097034,0.00886223,CUST0000641510
-0.012120183,0.025048088,0.009891163,0.003909344,0.0231012,-0.003923957,-0.0051103425,0.01346524,0.015935592,0.020665575,CUST0000642022
0.0005924308,0.0013986755,0.002642388,0.00071654917,0.0010812682,0.0007987665,0.0016177896,-0.00010040963,9.7206896e-05,0.0021764296,CUST0000642033
0.045122895,0.034259588,0.061785657,0.071900904,0.06447357,0.037895966,0.06693385,0.04235266,0.023077143,0.04095242,CUST0000642103
-0.0013101241,0.014696875,0.02652582,0.012546619,0.005868625,0.015593765,0.013602645,0.014340389,0.017898122,0.025397219,CUST0000642242
0.08465941,0.09505194,0.20481512,0.059564546,0.057421543,0.0036996685,0.23733242,0.10808439,0.09058258,0.08738623,CUST0000642434
0.027685557,0.13596971,0.15107554,-0.048285346,0.1407553,-0.05342476,0.10110436,0.16389167,0.07522193,0.11092438,CUST0000642489
-0.0154197235,0.04572783,0.08406328,0.06515997,0.08504224,0.04420869,0.05789407,0.02210701,0.05385333,0.044215266,CUST0000642605
0.0037220954,0.009353132,0.01887052,0.0064288806,0.0053209797,0.0068266075,0.007459631,0.009097513,0.008192907,0.015756426,CUST0000642749
0.0030746318,0.0012876138,0.0023262766,0.0012232744,0.00067949283,0.0025486033,0.00075291295,0.0022826071,-0.00041772253,8.170776e-05,CUST0000643023
0.065976135,0.049332656,0.18722214,-0.0724964,0.043009054,0.09706567,0.13214634,0.07655813,0.1449064,0.1145403,CUST0000643072
0.015079228,0.053737517,-0.016763099,-0.0036201559,0.033530515,0.018928425,0.022191666,0.038354117,0.064567395,0.026393238,CUST0000643095
0.09503524,0.083162434,0.09825141,0.06161778,-0.0013667755,0.108940266,-0.004438663,0.061035275,-0.07694554,0.024029097,CUST0000643107
0.30661276,0.24139974,-0.008910435,0.12614052,0.15875225,0.4670135,-0.058783527,0.21469928,-0.09367002,0.07160129,CUST0000643225
0.14316125,0.08843603,0.035220534,0.10627628,0.03091016,0.1472408,0.027749825,0.088821694,0.024737556,0.031370983,CUST0000643410
-0.0011512808,-0.001993998,0.0012007155,0.0128313685,0.01728656,0.0038152775,0.0044107903,0.018239442,0.0089688795,0.004040475,CUST0000643482
0.07017065,0.033698108,0.03577827,0.06799101,0.06205273,0.10108817,0.034654126,0.08355591,0.05557904,0.09102577,CUST0000644004
0.00048728235,0.0026138509,0.0069828606,-0.00021505616,0.0016023625,0.0021582711,0.0055074096,0.0050599477,0.004506626,0.005146531,CUST0000644243
0.0031469753,0.0013447069,0.0003142003,0.0020881942,0.0006634016,0.0021183614,-0.0008175485,0.0013363047,-0.0004464703,-0.00057242357,CUST0000644550
0.068985224,0.068822436,0.14444676,0.04387315,0.04118424,0.07092212,0.17582016,0.0026492458,0.14505057,0.10747153,CUST0000644632
0.02557396,0.008834201,0.018137576,0.025251668,0.027984124,-0.01127587,0.0471888,0.026220594,0.030746976,0.041269,CUST0000644927
0.00717709,0.01188863,0.010292135,0.005628016,0.0033722278,0.019159554,-0.0021395008,0.0121989,0.0019800025,0.00655931,CUST0000645135
0.04712506,0.027530052,0.021803759,0.031246465,0.06641966,0.0028777053,0.03214299,0.02807985,0.02574541,0.017881062,CUST0000645292
0.012486771,0.01820441,0.011569942,0.013102923,0.018985828,0.017525611,0.0046187337,0.016761387,-0.00443289,0.0011714433,CUST0000645660
0.0012554367,0.00064506114,0.0008313142,0.0002899614,0.00026752602,0.0016272624,8.085771e-05,0.0009606748,5.205994e-06,0.00042534465,CUST0000645743
0.016238384,0.038340848,0.063678674,0.023046345,-0.02105936,0.03944074,0.022813443,0.015326527,0.05832382,0.09002469,CUST0000645774
